Date (UTC),Open,High,Low,Close,Volume,Daily_Return,Log_Return,High_Low_Range,Open_Close_Range,Volume_MA_20,Volume_Ratio,Price_MA_20,Price_MA_50,Volatility_20,50+ bps decrease,25 bps decrease,No change,25+ bps increase,Rate_Cut_Probability,Rate_Hike_Probability,No_Change_Probability,Uncertainty
2025-08-13,6462.669921875,6480.27978515625,6445.02001953125,6466.580078125,5195950000,0.0032300788824048,0.0032248733840464,0.0054526140864281,0.0006046714341676,5225753000.0,0.9942968984565478,6350.531518554688,6208.2698046875,0.0066363457359064,0.06633416458852869,0.5536159600997507,0.3640897755610973,0.015960099750623444,0.6199501246882794,0.015960099750623444,0.3640897755610973,0.7303056030010765
2025-08-14,6453.4599609375,6473.919921875,6441.06982421875,6468.5400390625,4462050000,0.0003030908012924,0.0003030448785544,0.0050784408008412,0.0023312954753211,5173241000.0,0.8625250592423589,6359.09052734375,6218.233203125,0.0065818651488132,0.06769537083125934,0.5774016923842707,0.3384768541562967,0.016426082628173223,0.6450970632155301,0.016426082628173223,0.3384768541562967,0.7169459032096409
2025-08-15,6477.3798828125,6481.33984375,6441.85009765625,6449.7998046875,4575060000,-0.0028971350972291,-0.0029013399163647,0.0061226312892766,0.0042761138268129,5142759000.0,0.8896119767618899,6366.741015625,6227.812998046875,0.0066441004578747,0.05636638147961751,0.5586311021640664,0.36738802214393557,0.017614494212380472,0.6149974836436839,0.017614494212380472,0.36738802214393557,0.737997734034378
2025-08-18,6445.02001953125,6455.35009765625,6437.7001953125,6449.14990234375,4162290000,-0.0001007631807854,-0.0001007682577357,0.0027367796703462,0.0006403763092867,5100331500.0,0.816082248771477,6373.918505859375,6238.01,0.0066504594861525,0.05616302186878728,0.566600397614314,0.36282306163021866,0.01441351888667992,0.6227634194831013,0.01441351888667992,0.36282306163021866,0.7238855644790929
2025-08-19,6446.240234375,6456.47998046875,6400.22021484375,6411.3701171875,4377440000,-0.0058581031187567,-0.0058753291122071,0.0087749988842758,0.0054387933546404,5036101500.0,0.8692120283914055,6379.006005859375,6246.230205078125,0.0068327685110928,0.05663189269746647,0.5663189269746647,0.36264282165921513,0.014406358668653751,0.6229508196721312,0.014406358668653751,0.36264282165921513,0.7237611494483654
2025-08-20,6406.6201171875,6408.39990234375,6343.85986328125,6395.77978515625,4470390000,-0.0024316693228262,-0.0024346306322649,0.0100910352186122,0.0016949195243414,4977495500.0,0.8981203498827874,6380.849487304688,6254.028203125,0.0066630821368363,0.05785536159600998,0.5635910224438903,0.3640897755610973,0.014463840399002495,0.6214463840399003,0.014463840399002495,0.3640897755610973,0.724755729275859
2025-08-21,6380.830078125,6393.64990234375,6352.7099609375,6370.169921875,4013560000,-0.0040041815293089,-0.0040122197289511,0.0064268209338754,0.0016734492769797,4914037500.0,0.8167540438997464,6381.190478515625,6260.655400390625,0.006731286701496,0.05885286783042394,0.5586034912718205,0.3690773067331671,0.013466334164588529,0.6174563591022445,0.013466334164588529,0.3690773067331671,0.7235892295725704
2025-08-22,6384.58984375,6478.89013671875,6384.58984375,6466.91015625,5046860000,0.0151864448768934,0.0150722851587791,0.0145819704759022,0.0127294659290172,4942844500.0,1.0210436520914223,6385.103979492187,6269.548798828125,0.0074965188325093,0.05547150781643974,0.5345436207766011,0.39334341906202724,0.01664145234493192,0.5900151285930408,0.01664145234493192,0.39334341906202724,0.7464750190932004
2025-08-25,6457.669921875,6466.89013671875,6438.06005859375,6439.31982421875,4059070000,-0.0042663855480634,-0.0042755125396463,0.0044771930750462,0.0028496950232591,4917517000.0,0.8254308017643863,6387.581469726562,6277.43,0.0075762462987845,0.041458541458541456,0.49950049950049946,0.44955044955044954,0.00949050949050949,0.5409590409590409,0.00949050949050949,0.44955044955044954,0.7359920868987848
2025-08-26,6435.490234375,6468.3701171875,6429.2099609375,6465.93994140625,4867680000,0.0041339951911349,0.0041254737101163,0.0060563748820536,0.0047092468082262,4907095000.0,0.9919677528150566,6392.335473632813,6287.20939453125,0.0075760703145515,0.032762096774193554,0.5040322580645162,0.45362903225806456,0.009576612903225807,0.5367943548387097,0.009576612903225807,0.45362903225806456,0.7370602266481967
2025-08-27,6462.259765625,6487.06005859375,6457.83984375,6481.39990234375,4143680000,0.0023909843081744,0.002388130453303,0.0045083184626802,0.0029530868341928,4845525500.0,0.8551559578006555,6398.260473632812,6296.1751953125,0.0075687726235496,0.03664658634538153,0.5020080321285141,0.4518072289156627,0.009538152610441768,0.5386546184738956,0.009538152610441768,0.4518072289156627,0.7365917403351151
2025-08-28,6483.83984375,6508.22998046875,6466.9599609375,6501.85986328125,4283760000,0.0031567194195349,0.0031517474414667,0.0063474175695971,0.0027715176749681,4755859500.0,0.90073308515527,6406.383959960937,6306.55798828125,0.0075022289487565,0.05455455455455455,0.4854854854854855,0.45045045045045046,0.009509509509509509,0.54004004004004,0.009509509509509509,0.45045045045045046,0.7362337906854912
2025-08-29,6489.27978515625,6491.759765625,6444.56982421875,6460.259765625,4234840000,-0.0063981842935716,-0.0064187404027925,0.0073046507599194,0.0044920824524217,4676244000.0,0.905607149669692,6417.4964599609375,6316.14578125,0.0065901275251544,0.05691462805791313,0.4842735896155766,0.4493260109835247,0.00948577134298552,0.5411882176734897,0.00948577134298552,0.4493260109835247,0.7359312820040613
2025-09-02,6401.509765625,6416.5400390625,6360.580078125,6415.5400390625,4784000000,-0.0069222799368615,-0.0069463500610303,0.0087225643666433,0.0021869200959036,4673315000.0,1.0236844723713252,6421.77646484375,6325.09978515625,0.0061096421479652,0.06616915422885573,0.472636815920398,0.45273631840796025,0.008457711442786071,0.5388059701492538,0.008457711442786071,0.45273631840796025,0.7323322147302638
2025-09-03,6445.81982421875,6453.669921875,6416.169921875,6448.259765625,4465360000,0.0051000736279842,0.0050871123029413,0.0058155225383302,0.00037838757974,4620712500.0,0.9663791027898836,6429.229956054687,6333.56158203125,0.0060391202008947,0.06845841784989859,0.4766734279918864,0.4462474645030426,0.008620689655172414,0.545131845841785,0.008620689655172414,0.4462474645030426,0.7317946395641867
2025-09-04,6456.60009765625,6502.5400390625,6445.97998046875,6502.080078125,4670770000,0.0083464864096993,0.0083118471028735,0.0086987637670036,0.0069946816899039,4583823000.0,1.0189682280489452,6437.08095703125,6341.759580078125,0.0061000487546947,0.0682388359257401,0.48670346211741095,0.4365278474661315,0.008529854490717512,0.5549422980431511,0.008529854490717512,0.4365278474661315,0.7292776784846637
2025-09-05,6529.080078125,6532.64990234375,6443.97998046875,6481.5,5066120000,-0.0031651529783888,-0.0031701726699367,0.0136804631451053,0.0073409053652703,4571824500.0,1.1081177766119412,6444.15595703125,6349.546376953125,0.0061643203664746,0.06756085444610035,0.4719324391455539,0.45206159960258324,0.008445106805762544,0.5394932935916542,0.008445106805762544,0.45206159960258324,0.7321614690853329
2025-09-08,6498.08984375,6508.669921875,6483.2900390625,6495.14990234375,5211500000,0.0021059789159529,0.0021037644508885,0.0039075130203448,0.0004526364210915,4593904000.0,1.1344381597874051,6449.440942382813,6356.628974609375,0.0059680567993422,0.05366098294884654,0.5366098294884655,0.4012036108324975,0.008525576730190573,0.590270812437312,0.008525576730190573,0.4012036108324975,0.71821074699779
2025-09-09,6503.330078125,6518.22998046875,6483.080078125,6512.60986328125,4798350000,0.0026881536531127,0.0026845470300734,0.0053972068159538,0.0014248949885007,4601201500.0,1.042847178068598,6456.39892578125,6363.419775390625,0.0059278384829306,0.05312810327706058,0.5213505461767627,0.41708043694141017,0.008440913604766636,0.5744786494538232,0.008440913604766636,0.41708043694141017,0.7234585584028267
2025-09-10,6550.2900390625,6555.97021484375,6516.33984375,6532.0400390625,5253010000,0.0029834699435626,0.0029790282293981,0.0060670741233603,0.0027939204124381,4607087000.0,1.1402020408991624,6460.712939453125,6369.961572265625,0.0054419487596397,0.06424302788844621,0.552788844621514,0.37350597609561753,0.009462151394422311,0.6170318725099602,0.009462151394422311,0.37350597609561753,0.7098589033998484
2025-09-11,6554.41015625,6592.89013671875,6545.7998046875,6587.47021484375,5426460000,0.0084858903879598,0.0084500876230935,0.0071484698215621,0.0050186274116662,4618612500.0,1.1749112964120718,6466.757446289063,6377.75078125,0.0056927415655236,0.06724845995893224,0.6314168377823409,0.2926078028747433,0.008726899383983574,0.6986652977412732,0.008726899383983574,0.2926078028747433,0.6514992790103342
2025-09-12,6590.66015625,6600.2099609375,6579.490234375,6584.2900390625,4641640000,-0.0004827613146674,-0.0004828778814283,0.0031468429306085,0.0009674721419785,4627592000.0,1.0030357040983735,6472.544946289063,6384.88818359375,0.005700089953131,0.11929824561403508,0.606516290726817,0.26566416040100255,0.008521303258145365,0.7258145363408521,0.008521303258145365,0.26566416040100255,0.6253444448416368
2025-09-15,6603.490234375,6619.6201171875,6602.06982421875,6615.27978515625,5045020000,0.0047066192269626,0.0046955777265597,0.0026529933031903,0.0017821696381918,4651090000.0,1.0846962754967115,6480.8189453125,6391.60677734375,0.005686880212726,0.0882946518668012,0.6760847628657922,0.22704339051463168,0.008577194752774976,0.7643794147325934,0.008577194752774976,0.22704339051463168,0.582815459909168
2025-09-16,6624.1298828125,6626.990234375,6600.10986328125,6606.759765625,5359510000,-0.0012879303382402,-0.0012887604333313,0.0040686163940164,0.0026291431509098,4710951000.0,1.1376705043206774,6488.699438476562,6399.142373046875,0.0057082368217478,0.09514271407110667,0.6760140210315474,0.22033049574361543,0.008512769153730598,0.771156735102654,0.008512769153730598,0.22033049574361543,0.5742468225408577
2025-09-17,6604.8701171875,6624.39013671875,6551.14990234375,6600.35009765625,5805340000,-0.0009701681605103,-0.0009706390782443,0.0110964165978115,0.0006848151180427,4782346000.0,1.2139104949746422,6498.1484375,6406.638974609375,0.00548953435943,0.0915,0.705,0.195,0.0085,0.7965,0.0085,0.195,0.5405288938451309
2025-09-18,6626.85009765625,6656.7998046875,6611.89013671875,6631.9599609375,5292400000,0.0047891191851283,0.0047776878367082,0.0067717037245806,0.000770490671136,4823446500.0,1.0972237382543788,6509.957446289062,6414.012978515625,0.0054569270267923,0.07270029673590503,0.7764589515331355,0.14342235410484666,0.007418397626112758,0.8491592482690405,0.007418397626112758,0.14342235410484666,0.453743754452598
2025-09-19,6647.10986328125,6671.81982421875,6630.31005859375,6664.35986328125,9125960000,0.0048854188708296,0.0048735239374811,0.0062286200740309,0.002588395637973,5079066500.0,1.7967789947227508,6524.666943359375,6421.6909765625,0.0053170540046098,0.04397801099450275,0.8345827086456772,0.1149425287356322,0.0064967516241879065,0.8785607196401799,0.0064967516241879065,0.1149425287356322,0.39512588438155455
2025-09-22,6654.27978515625,6698.8798828125,6648.06982421875,6693.75,5642620000,0.004410046474333,0.0044003507147622,0.0075906716853408,0.0058965773809523,5108854500.0,1.104478508832068,6536.008935546875,6430.3709765625,0.004407891062931,0.04073522106308991,0.8494783904619968,0.1043219076005961,0.005464480874316939,0.8902136115250867,0.005464480874316939,0.1043219076005961,0.36778957384155625
2025-09-23,6692.43994140625,6699.52001953125,6645.580078125,6656.919921875,5633620000,-0.0055021591970121,-0.0055173518287397,0.0081028376545435,0.0053358039375731,5187582000.0,1.0859818697805643,6546.888940429688,6438.138173828125,0.0045040498295597,0.04073522106308992,0.8296075509190264,0.12419274714356682,0.00546448087431694,0.8703427719821163,0.00546448087431694,0.12419274714356682,0.4083862295484722
2025-09-24,6669.7900390625,6672.66015625,6621.759765625,6637.97021484375,5459180000,-0.0028466178433332,-0.0028506771652953,0.0076680655347288,0.0047936075620819,5217157000.0,1.046389824956389,6555.490454101562,6446.0223828125,0.0045732222158059,0.039698492462311566,0.8291457286432161,0.1256281407035176,0.005527638190954774,0.8688442211055277,0.005527638190954774,0.1256281407035176,0.4114913449498179
2025-09-25,6608.18994140625,6619.0,6569.22021484375,6604.72021484375,5874670000,-0.0050090613431266,-0.0050216487425263,0.0075370013470627,0.0005253404307274,5303706500.0,1.1076536757831528,6561.656469726562,6452.842783203125,0.0047771351612362,0.041211519364448855,0.8192651439920555,0.13406156901688182,0.005461767626613703,0.8604766633565044,0.005461767626613703,0.13406156901688182,0.4271493361326841
2025-09-26,6615.3798828125,6648.97021484375,6604.43017578125,6643.7001953125,5103110000,0.0059018367471712,0.0058844891304135,0.0067041012919164,0.0042627318613777,5344674000.0,0.9548028560769096,6568.748486328125,6459.76958984375,0.0048820479903076,0.03594608087868197,0.7938092860708936,0.16475287069395905,0.005491762356465302,0.8297553669495756,0.005491762356465302,0.16475287069395905,0.4805347566772812
2025-09-29,6661.580078125,6677.31005859375,6644.490234375,6661.2099609375,5358760000,0.0026355442163621,0.0026320772599126,0.0049270064164335,5.556305681256587e-05,5400870000.0,0.9922031080177824,6578.79599609375,6467.05798828125,0.0045599624064444,0.03498250874562718,0.8045977011494252,0.15492253873063466,0.005497251374312843,0.8395802098950523,0.005497251374312843,0.15492253873063466,0.464312528263342
2025-09-30,6656.18994140625,6691.25,6641.0,6688.4599609375,6057210000,0.0040908483833717,0.0040825036135079,0.0075129402423688,0.0048247309126041,5464530500.0,1.10845936352629,6592.4419921875,6474.715185546875,0.0041285033330997,0.03256513026052104,0.8066132264529059,0.15531062124248496,0.005511022044088176,0.8391783567134269,0.005511022044088176,0.15531062124248496,0.4650370275366217
2025-10-01,6664.919921875,6718.47998046875,6656.2001953125,6711.2001953125,6037950000,0.0033999208349619,0.0033941541712235,0.0092799772535097,0.0068959756959455,5543160000.0,1.089261359946312,6605.589013671875,6482.746787109375,0.0040805587721031,0.03594608087868197,0.8537194208686969,0.10484273589615575,0.005491762356465302,0.8896655017473789,0.005491762356465302,0.10484273589615575,0.36904363443608523
2025-10-02,6731.31005859375,6731.93994140625,6693.22998046875,6715.35009765625,5416130000,0.0006183547238911,0.0006181636213842,0.0057643995286277,0.0023766387016918,5580428000.0,0.9705581722405522,6616.252514648438,6489.8755859375,0.0038054045890304,0.0369077306733167,0.9027431421446382,0.05486284289276807,0.005486284289276807,0.9396508728179549,0.005486284289276807,0.05486284289276807,0.2463116019270773
2025-10-03,6722.14013671875,6750.8701171875,6705.669921875,6715.7900390625,5713110000,6.551280273581206e-05,6.55106568658717e-05,0.0067304360394819,0.0009455473770493,5612777500.0,1.017875730865868,6627.967016601562,6496.924384765625,0.0036571904108735,0.037867463876432486,0.8918784255107125,0.06477329347284504,0.005480817140009964,0.929745889387145,0.005480817140009964,0.06477329347284504,0.2735378182193031
2025-10-06,6733.85986328125,6749.52001953125,6717.77978515625,6740.27978515625,5604460000,0.0036465919796933,0.0036399592827626,0.0047090381092042,0.000952471125774,5632425500.0,0.995034909915808,6640.223510742188,6503.957177734375,0.0036804929775693,0.032274081429990074,0.8887785501489575,0.07447864945382324,0.004468718967229395,0.9210526315789476,0.004468718967229395,0.07447864945382324,0.29336344089682287
2025-10-07,6746.14013671875,6754.490234375,6699.9599609375,6714.58984375,5546150000,-0.0038114057910215,-0.003818687706853,0.0081211622312652,0.0046987669690826,5669815500.0,0.9781887964432,6650.322509765625,6510.45357421875,0.0038848351773414,0.0284147557328016,0.8923230309072783,0.07477567298105683,0.00448654037886341,0.9207377866400799,0.00448654037886341,0.07477567298105683,0.2942047355506641
2025-10-08,6723.8701171875,6755.64013671875,6718.08984375,6753.72021484375,5383130000,0.005827663640568,0.0058107484941873,0.0055599420429379,0.0044198007478372,5676321500.0,0.9483483273454472,6661.406518554688,6518.11078125,0.0039912324121474,0.028443113772455092,0.8832335329341318,0.08483033932135729,0.003493013972055888,0.9116766467065869,0.003493013972055888,0.08483033932135729,0.31334770150328334
2025-10-09,6760.5,6764.580078125,6716.169921875,6735.10986328125,5385020000,-0.0027555704071953,-0.0027593739802789,0.0071877307471886,0.0037698177511807,5674249500.0,0.9490277084220564,6668.788500976562,6525.55498046875,0.0037672541119958,0.02333664349553128,0.8887785501489572,0.08440913604766634,0.003475670307845084,0.9121151936444886,0.003475670307845084,0.08440913604766634,0.3122497934938415
2025-10-10,6740.490234375,6762.39990234375,6550.77978515625,6552.509765625,6596610000,-0.0271116732114136,-0.0274859754398998,0.0322960399536794,0.0286883156948747,5771998000.0,1.142864221366674,6667.199487304688,6529.817373046875,0.0073571325526547,0.021901443504230962,0.9009457441513191,0.0746640119462419,0.002488800398208064,0.9228471876555501,0.002488800398208064,0.0746640119462419,0.2827546009540369
2025-10-13,6622.52978515625,6668.68017578125,6620.7099609375,6654.72021484375,5303960000,0.0155986717875575,0.015478263036934,0.0072084495358271,0.0048372326180892,5784945000.0,0.9168557350156312,6669.171508789063,6538.15158203125,0.0081057395621104,0.03089187842551071,0.9118086696562032,0.05480817140009965,0.002491280518186348,0.9427005480817139,0.002491280518186348,0.05480817140009965,0.22971900117949393
2025-10-14,6602.490234375,6680.7001953125,6555.06982421875,6644.31005859375,5666920000,-0.0015643266604626,-0.0015655514969425,0.0189079633529834,0.0062940807773803,5800315500.0,0.9770020268725036,6671.0490234375,6544.438984375,0.0081088759872027,0.029441117764471055,0.9131736526946108,0.054890219560878244,0.00249500998003992,0.9426147704590818,0.00249500998003992,0.054890219560878244,0.22997449059253594
2025-10-15,6688.27001953125,6724.1201171875,6612.10986328125,6671.06005859375,5633060000,0.0040260011595036,0.0040179185034279,0.016790473016647,0.0025797940336828,5791701500.0,0.9726088266116616,6674.584521484375,6551.87638671875,0.0081440841903133,0.02384500745156483,0.9289617486338799,0.044709388971684055,0.0024838549428713363,0.9528067560854447,0.0024838549428713363,0.044709388971684055,0.1998973548816175
2025-10-16,6689.02001953125,6709.33984375,6593.990234375,6629.06982421875,6048180000,-0.0062943870998294,-0.0063142802751419,0.0174005723930648,0.0090435305257273,5829490500.0,1.0375143419480657,6674.440014648438,6557.55658203125,0.0082182594695305,0.020020020020020023,0.945945945945946,0.031531531531531536,0.002502502502502503,0.9659659659659661,0.002502502502502503,0.031531531531531536,0.15743650776246554
2025-10-17,6613.27001953125,6678.8798828125,6603.759765625,6664.009765625,5358120000,0.0052707155502571,0.0052568739445263,0.0112725100696869,0.0076139963592912,5641098500.0,0.9498362774555346,6674.422509765625,6564.03677734375,0.0082307304459375,0.03788634097706879,0.9322033898305084,0.027417746759720835,0.002492522432701894,0.9700897308075772,0.002492522432701894,0.027417746759720835,0.14300945772657886
2025-10-20,6690.0498046875,6744.35009765625,6690.0498046875,6735.1298828125,4672170000,0.0106722708532569,0.0106157241361441,0.0080622488227465,0.0066932752462637,5592576000.0,0.8354236044355946,6676.49150390625,6570.95037109375,0.0085201559364329,0.025525525525525526,0.945945945945946,0.02602602602602603,0.002502502502502503,0.9714714714714716,0.002502502502502503,0.02602602602602603,0.13806888940927264
2025-10-21,6736.75,6752.16015625,6722.02978515625,6735.35009765625,5245020000,3.2696450934288634e-05,3.269591641698797e-05,0.0044734676975788,0.0002078440353437,5573146000.0,0.9411237387285386,6680.413012695312,6578.188369140625,0.0084094791742069,0.019000000000000003,0.9550000000000001,0.023500000000000004,0.0025000000000000005,0.9740000000000001,0.0025000000000000005,0.023500000000000004,0.12878043220759472
2025-10-22,6741.33984375,6741.75,6655.68994140625,6699.39990234375,5710010000,-0.0053375392208654,-0.005351834774743,0.0128459354342531,0.0062602534581608,5585687500.0,1.022257331796668,6683.4844970703125,6583.261171875,0.0084816534572035,0.016983016983016987,0.9590409590409591,0.02247752247752248,0.0014985014985014987,0.9760239760239761,0.0014985014985014987,0.02247752247752248,0.1187390435854559
2025-10-23,6703.64990234375,6749.52978515625,6700.14013671875,6738.43994140625,5565750000,0.0058273934429324,0.0058104798620133,0.0073295375290074,0.0051629218877091,5570241500.0,0.9991936615315512,6690.170483398438,6588.698369140625,0.008457621491555,0.014500000000000002,0.9605000000000001,0.023500000000000004,0.0015000000000000002,0.9750000000000001,0.0015000000000000002,0.023500000000000004,0.12258103690004607
